"X","NMI_cluster.label","ARI_cluster.label","ASW_label","ASW_label.batch","PCR_batch","cell_cycle_conservation","isolated_label_F1","isolated_label_silhouette","graph_conn","kBET","iLISI","cLISI","hvg_overlap","trajectory"
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/bbknn_knn",0.390517216273144,0.305327829098019,NA,NA,NA,NA,0.359778873449873,NA,0.966312202558001,0.465319703229633,0.762560125674569,0.578930392365485,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/combat_full",0.469878641289436,0.405553950168606,0.535531185567379,0.951192227005833,0.999766159409972,NA,0.677263969171484,0.508054595440626,0.986656180893784,0.259695144153134,0.412806656602935,0.795585061139082,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/conos_knn",0.472175426855339,0.363990299107581,NA,NA,NA,NA,0.815847860538827,NA,0.966513766424951,0.180623571347199,0,0.755626292604739,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/desc_embed",0.592783334319504,0.36055220013887,0.68357664346695,0.750514386706614,0.725089338950578,NA,0.914285714285714,0.498380011413246,0.942902151542498,0.129088118952279,0.49730112175147,0.965029954986838,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/fastmnn_embed",0.407885971695654,0.223497361006677,0.529922685143251,0.931912380923426,0.435617489632757,NA,0.462124821343497,0.498819625703618,0.98326938057308,0.20115706760475,0.456917098500825,0.726230527887056,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/fastmnn_full",0.407885971695654,0.223497361006677,0.529922682791948,0.931912378492375,0.43561786577386,NA,0.462124821343497,0.498819625703618,0.98326938057308,0.201026851733688,0.45954169003805,0.717470492417716,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/harmony_embed",0.511770530370186,0.454730983260879,0.547061184047135,0.927076107892577,0.844751204044578,NA,0.625429553264605,0.407166227698326,0.97211210258602,0.753228001974141,0.482201487074377,0.875534698581906,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/liger_embed",0.404564915432135,0.262500173888339,0.530657254780795,0.920414476106589,0.937497309962886,NA,0.508729519204942,0.532334331423044,0.955162502821725,0.145349663854304,0.727209762887352,0.763082999048049,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/mnn_full",0.542667002640622,0.519502548278488,0.540609788149595,0.917122531435373,0.474144053681491,NA,0.739472206625491,0.540896330028772,0.986250589300682,0.650559649878331,0.25657420214271,0.863118710333752,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/saucie_embed",0.391197593911273,0.215951525563671,0.502839981811121,0.811123455914816,0.739525772869557,NA,0.293931953700456,0.448803793638945,0.713325005456722,0.282502090302784,0.577904635187047,0.7080188177262,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/saucie_full",0.407553395699176,0.251843024271345,0.502890467178077,0.810663777979508,0.739525477671825,NA,0.279575741093283,0.448803793638945,0.713325005456722,0.282926006996477,0.582253824669754,0.696454528764877,NA,NA
